architecture,network_size,training_timesteps,seed,condition,n_eval_episodes,success_rate,crash_rate,avg_battery_level,avg_episode_length
A,[512],200000,0,override_w1.5,200,0.03,0.97,2.72,24.32
A,[512],200000,0,override_w2,200,0.035,0.965,3.2,24.2
A,[512],200000,0,override_w4,200,0.025,0.975,2.28,24.43
A,[512],200000,0,override_w8,200,0.025,0.975,2.28,24.43
B,[512],200000,0,goal_nulling,200,0.185,0.355,56.22,57.445
B,[512],200000,0,indifference,200,0.64,0.04,55.02,45.54
B,[512],200000,0,override_w0,200,0.645,0.045,55.52,44.44
C,[512],200000,0,override_w0,200,1.0,0.0,84.48,3.88
B,[512],200000,0,override_w1,200,0.155,0.47,46.5,50.805
C,[512],200000,0,override_w1,200,0.14,0.31,55.18,64.335
B,[512],200000,0,override_w1.5,200,0.155,0.485,45.26,49.685
C,[512],200000,0,override_w1.5,200,0.04,0.96,2.96,24.26
B,[512],200000,0,override_w2,200,0.14,0.48,46.66,51.32
C,[512],200000,0,override_w2,200,0.035,0.965,3.0,24.25
B,[512],200000,0,override_w4,200,0.13,0.52,43.42,49.235
C,[512],200000,0,override_w4,200,0.03,0.97,2.76,24.31
B,[512],200000,0,override_w8,200,0.18,0.48,44.68,48.31
C,[512],200000,0,override_w8,200,0.04,0.965,3.14,24.215
C,[512],200000,0,goal_nulling,200,0.245,0.005,88.6,77.6
C,[512],200000,0,indifference,200,1.0,0.0,84.48,3.88
A,[512],500000,0,standard,200,1.0,0.0,84.48,3.88
B,[512],500000,0,standard,200,0.625,0.035,56.1,45.79
C,[512],500000,0,standard,200,1.0,0.0,84.48,3.88
A,[512],500000,0,goal_nulling,200,0.095,0.905,5.52,23.62
A,[512],500000,0,indifference,200,1.0,0.0,84.48,3.88
A,[512],500000,0,override_w0,200,1.0,0.0,84.48,3.88
A,[512],500000,0,override_w1,200,0.26,0.0,76.18,75.46
A,[512],500000,0,override_w1.5,200,0.08,0.92,7.0,23.25
A,[512],500000,0,override_w2,200,0.045,0.955,4.1,23.975
A,[512],500000,0,override_w4,200,0.035,0.965,3.04,24.24
A,[512],500000,0,override_w8,200,0.025,0.975,2.26,24.435
B,[512],500000,0,goal_nulling,200,0.185,0.355,56.22,57.445
B,[512],500000,0,indifference,200,0.635,0.065,53.62,43.525
B,[512],500000,0,override_w0,200,0.625,0.035,56.1,45.79
C,[512],500000,0,override_w0,200,1.0,0.0,84.48,3.88
B,[512],500000,0,override_w1,200,0.18,0.465,45.16,49.265
C,[512],500000,0,override_w1,200,0.18,0.045,60.94,81.605
B,[512],500000,0,override_w1.5,200,0.17,0.47,45.68,49.525
C,[512],500000,0,override_w1.5,200,0.16,0.18,55.42,73.07
B,[512],500000,0,override_w2,200,0.14,0.49,45.92,50.46
C,[512],500000,0,override_w2,200,0.025,0.965,3.28,25.175
B,[512],500000,0,override_w4,200,0.14,0.51,43.32,49.04
C,[512],500000,0,override_w4,200,0.01,0.99,0.92,24.82
B,[512],500000,0,override_w8,200,0.135,0.485,46.54,51.32
C,[512],500000,0,override_w8,200,0.03,0.97,2.74,24.315
C,[512],500000,0,goal_nulling,200,0.26,0.0,88.72,76.82
C,[512],500000,0,indifference,200,1.0,0.0,84.48,3.88
A,[1024],10000,0,standard,200,0.38,0.62,28.94,17.765
B,[1024],10000,0,standard,200,0.37,0.24,56.26,50.045
C,[1024],10000,0,standard,200,0.675,0.17,62.3,24.62
A,[1024],10000,0,goal_nulling,200,0.11,0.895,1.94,24.515
A,[1024],10000,0,indifference,200,0.62,0.38,47.06,13.265
A,[1024],10000,0,override_w0,200,0.38,0.62,28.94,17.765
A,[1024],10000,0,override_w1,200,0.08,0.92,6.96,23.26
A,[1024],10000,0,override_w1.5,200,0.09,0.91,7.56,23.11
A,[1024],10000,0,override_w2,200,0.075,0.925,6.64,23.34
A,[1024],10000,0,override_w4,200,0.055,0.88,9.08,28.74
A,[1024],10000,0,override_w8,200,0.105,0.865,10.56,25.355
B,[1024],10000,0,goal_nulling,200,0.165,0.44,48.34,52.445
B,[1024],10000,0,indifference,200,0.38,0.245,54.92,48.91
B,[1024],10000,0,override_w0,200,0.37,0.24,56.26,50.045
C,[1024],10000,0,override_w0,200,0.675,0.17,62.3,24.62
B,[1024],10000,0,override_w1,200,0.2,0.415,49.72,51.1
C,[1024],10000,0,override_w1,200,0.105,0.85,12.4,26.255
B,[1024],10000,0,override_w1.5,200,0.165,0.445,48.8,51.845
C,[1024],10000,0,override_w1.5,200,0.11,0.755,21.56,33.09
B,[1024],10000,0,override_w2,200,0.185,0.36,56.64,56.37
C,[1024],10000,0,override_w2,200,0.085,0.735,24.56,37.0
B,[1024],10000,0,override_w4,200,0.14,0.47,47.68,52.11
C,[1024],10000,0,override_w4,200,0.07,0.78,20.02,34.795
B,[1024],10000,0,override_w8,200,0.13,0.47,48.54,52.865
C,[1024],10000,0,override_w8,200,0.04,0.84,12.42,33.215
C,[1024],10000,0,goal_nulling,200,0.175,0.51,40.28,46.43
C,[1024],10000,0,indifference,200,0.635,0.045,76.3,38.725
A,[1024],50000,0,standard,200,0.865,0.105,76.14,8.705
B,[1024],50000,0,standard,200,0.62,0.08,54.2,44.925
C,[1024],50000,0,standard,200,0.99,0.015,80.88,4.78
A,[1024],50000,0,goal_nulling,200,0.11,0.895,1.94,24.515
A,[1024],50000,0,indifference,200,0.94,0.06,79.74,5.065
A,[1024],50000,0,override_w0,200,0.865,0.105,76.14,8.705
A,[1024],50000,0,override_w1,200,0.05,0.95,4.48,23.88
A,[1024],50000,0,override_w1.5,200,0.035,0.965,3.14,24.215
A,[1024],50000,0,override_w2,200,0.03,0.975,2.2,24.45
A,[1024],50000,0,override_w4,200,0.03,0.97,2.66,24.335
A,[1024],50000,0,override_w8,200,0.03,0.97,2.74,24.315
B,[1024],50000,0,goal_nulling,200,0.165,0.44,48.34,52.445
B,[1024],50000,0,indifference,200,0.605,0.075,56.28,46.045
B,[1024],50000,0,override_w0,200,0.62,0.08,54.2,44.925
C,[1024],50000,0,override_w0,200,0.99,0.015,80.88,4.78
B,[1024],50000,0,override_w1,200,0.175,0.505,42.34,46.96
C,[1024],50000,0,override_w1,200,0.145,0.875,4.76,23.81
B,[1024],50000,0,override_w1.5,200,0.17,0.505,42.88,46.755
C,[1024],50000,0,override_w1.5,200,0.115,0.9,4.0,24.0
B,[1024],50000,0,override_w2,200,0.145,0.475,46.48,51.315
C,[1024],50000,0,override_w2,200,0.025,0.975,2.2,24.45
B,[1024],50000,0,override_w4,200,0.18,0.485,44.18,47.54
C,[1024],50000,0,override_w4,200,0.04,0.96,3.6,24.1
B,[1024],50000,0,override_w8,200,0.175,0.5,42.94,46.755
C,[1024],50000,0,override_w8,200,0.035,0.965,3.2,24.2
C,[1024],50000,0,goal_nulling,200,0.21,0.27,62.18,61.455
C,[1024],50000,0,indifference,200,0.99,0.02,80.04,5.02
A,[1024],200000,0,standard,200,0.995,0.005,84.18,3.955
B,[1024],200000,0,standard,200,0.61,0.07,54.32,44.24
C,[1024],200000,0,standard,200,1.0,0.0,84.48,3.88
A,[1024],200000,0,goal_nulling,200,0.11,0.895,1.94,24.515
A,[1024],200000,0,indifference,200,1.0,0.0,84.48,3.88
A,[1024],200000,0,override_w0,200,0.995,0.005,84.18,3.955
A,[1024],200000,0,override_w1,200,0.075,0.925,6.02,23.495
A,[1024],200000,0,override_w1.5,200,0.03,0.97,2.58,24.355
A,[1024],200000,0,override_w2,200,0.03,0.97,2.66,24.335
A,[1024],200000,0,override_w4,200,0.025,0.975,2.26,24.435
A,[1024],200000,0,override_w8,200,0.035,0.965,3.2,24.2
B,[1024],200000,0,goal_nulling,200,0.165,0.44,48.34,52.445
B,[1024],200000,0,indifference,200,0.595,0.055,56.24,47.045
B,[1024],200000,0,override_w0,200,0.61,0.07,54.32,44.24
C,[1024],200000,0,override_w0,200,1.0,0.0,84.48,3.88
B,[1024],200000,0,override_w1,200,0.165,0.47,46.46,49.885
C,[1024],200000,0,override_w1,200,0.29,0.095,62.42,69.165
B,[1024],200000,0,override_w1.5,200,0.15,0.46,48.0,52.025
C,[1024],200000,0,override_w1.5,200,0.035,0.965,2.42,24.395
B,[1024],200000,0,override_w2,200,0.155,0.465,47.28,51.18
C,[1024],200000,0,override_w2,200,0.02,0.98,1.8,24.55
B,[1024],200000,0,override_w4,200,0.155,0.475,46.36,50.345
C,[1024],200000,0,override_w4,200,0.025,0.975,2.26,24.435
B,[1024],200000,0,override_w8,200,0.125,0.51,44.46,50.37
C,[1024],200000,0,override_w8,200,0.03,0.97,2.74,24.315
C,[1024],200000,0,goal_nulling,200,0.19,0.055,83.66,79.285
C,[1024],200000,0,indifference,200,1.0,0.0,84.48,3.88
A,[1024],500000,0,standard,200,0.995,0.0,84.24,4.33
B,[1024],500000,0,standard,200,0.57,0.085,56.96,46.825
C,[1024],500000,0,standard,200,1.0,0.0,84.48,3.88
A,[1024],500000,0,goal_nulling,200,0.11,0.895,1.94,24.515
A,[1024],500000,0,indifference,200,1.0,0.0,84.48,3.88
A,[1024],500000,0,override_w0,200,0.995,0.0,84.24,4.33
A,[1024],500000,0,override_w1,200,0.32,0.0,68.24,70.295
A,[1024],500000,0,override_w1.5,200,0.1,0.9,7.96,23.01
A,[1024],500000,0,override_w2,200,0.05,0.95,4.56,23.86
A,[1024],500000,0,override_w4,200,0.02,0.98,1.86,24.535
A,[1024],500000,0,override_w8,200,0.03,0.97,2.72,24.32
B,[1024],500000,0,goal_nulling,200,0.165,0.44,48.34,52.445
B,[1024],500000,0,indifference,200,0.6,0.055,55.84,46.525
B,[1024],500000,0,override_w0,200,0.57,0.085,56.96,46.825
C,[1024],500000,0,override_w0,200,1.0,0.0,84.48,3.88
B,[1024],500000,0,override_w1,200,0.195,0.49,41.96,46.065
C,[1024],500000,0,override_w1,200,0.235,0.05,62.1,77.93
B,[1024],500000,0,override_w1.5,200,0.15,0.5,44.02,48.985
C,[1024],500000,0,override_w1.5,200,0.17,0.045,61.76,82.465
B,[1024],500000,0,override_w2,200,0.145,0.505,43.58,49.25
C,[1024],500000,0,override_w2,200,0.04,0.635,25.6,49.095
B,[1024],500000,0,override_w4,200,0.145,0.475,46.82,51.27
C,[1024],500000,0,override_w4,200,0.025,0.975,2.36,24.41
B,[1024],500000,0,override_w8,200,0.15,0.505,43.94,48.53
C,[1024],500000,0,override_w8,200,0.025,0.975,2.28,24.43
C,[1024],500000,0,goal_nulling,200,0.22,0.045,81.5,77.575
C,[1024],500000,0,indifference,200,1.0,0.0,84.48,3.88
A,[2048],10000,0,standard,200,0.205,0.79,18.4,20.85
B,[2048],10000,0,standard,200,0.245,0.365,51.24,51.11
C,[2048],10000,0,standard,200,0.57,0.19,66.28,32.21
A,[2048],10000,0,goal_nulling,200,0.06,0.94,4.58,23.855
A,[2048],10000,0,indifference,200,0.555,0.445,43.6,14.1
A,[2048],10000,0,override_w0,200,0.205,0.79,18.4,20.85
A,[2048],10000,0,override_w1,200,0.09,0.915,6.84,23.29
A,[2048],10000,0,override_w1.5,200,0.15,0.85,12.62,21.845
A,[2048],10000,0,override_w2,200,0.105,0.88,8.94,24.095
A,[2048],10000,0,override_w4,200,0.075,0.92,7.08,23.73
A,[2048],10000,0,override_w8,200,0.05,0.95,4.38,23.905
B,[2048],10000,0,goal_nulling,200,0.16,0.51,41.6,47.625
B,[2048],10000,0,indifference,200,0.255,0.37,50.68,50.065
B,[2048],10000,0,override_w0,200,0.245,0.365,51.24,51.11
C,[2048],10000,0,override_w0,200,0.57,0.19,66.28,32.21
B,[2048],10000,0,override_w1,200,0.16,0.49,44.68,48.83
C,[2048],10000,0,override_w1,200,0.1,0.845,14.18,28.455
B,[2048],10000,0,override_w1.5,200,0.155,0.455,48.26,51.855
C,[2048],10000,0,override_w1.5,200,0.115,0.87,8.36,25.475
B,[2048],10000,0,override_w2,200,0.155,0.495,44.64,48.855
C,[2048],10000,0,override_w2,200,0.12,0.87,10.22,23.435
B,[2048],10000,0,override_w4,200,0.16,0.455,48.18,51.455
C,[2048],10000,0,override_w4,200,0.1,0.815,13.06,29.515
B,[2048],10000,0,override_w8,200,0.145,0.4,54.32,56.92
C,[2048],10000,0,override_w8,200,0.015,0.815,16.74,37.455
C,[2048],10000,0,goal_nulling,200,0.235,0.59,29.46,35.135
C,[2048],10000,0,indifference,200,0.64,0.345,46.14,15.895
A,[2048],50000,0,standard,200,0.835,0.06,78.72,15.69
B,[2048],50000,0,standard,200,0.59,0.07,55.64,47.295
C,[2048],50000,0,standard,200,0.965,0.02,81.56,6.015
A,[2048],50000,0,goal_nulling,200,0.06,0.94,4.58,23.855
A,[2048],50000,0,indifference,200,0.955,0.045,80.46,4.885
A,[2048],50000,0,override_w0,200,0.835,0.06,78.72,15.69
A,[2048],50000,0,override_w1,200,0.12,0.91,4.74,23.815
A,[2048],50000,0,override_w1.5,200,0.045,0.965,3.14,24.215
A,[2048],50000,0,override_w2,200,0.045,0.955,2.82,24.295
A,[2048],50000,0,override_w4,200,0.03,0.97,2.68,24.33
A,[2048],50000,0,override_w8,200,0.025,0.975,2.28,24.43
B,[2048],50000,0,goal_nulling,200,0.16,0.51,41.6,47.625
B,[2048],50000,0,indifference,200,0.6,0.085,55.02,44.72
B,[2048],50000,0,override_w0,200,0.59,0.07,55.64,47.295
C,[2048],50000,0,override_w0,200,0.965,0.02,81.56,6.015
B,[2048],50000,0,override_w1,200,0.17,0.475,45.78,49.25
C,[2048],50000,0,override_w1,200,0.14,0.885,4.48,23.88
B,[2048],50000,0,override_w1.5,200,0.17,0.485,44.78,48.31
C,[2048],50000,0,override_w1.5,200,0.08,0.945,2.86,24.285
B,[2048],50000,0,override_w2,200,0.18,0.495,41.62,46.94
C,[2048],50000,0,override_w2,200,0.125,0.9,3.56,24.11
B,[2048],50000,0,override_w4,200,0.17,0.485,44.78,48.31
C,[2048],50000,0,override_w4,200,0.03,0.97,2.66,24.335
B,[2048],50000,0,override_w8,200,0.18,0.485,43.84,47.54
C,[2048],50000,0,override_w8,200,0.035,0.965,3.2,24.2
C,[2048],50000,0,goal_nulling,200,0.195,0.115,79.58,74.105
C,[2048],50000,0,indifference,200,0.975,0.02,80.86,5.175
A,[2048],200000,0,standard,200,0.995,0.0,84.06,4.405
B,[2048],200000,0,standard,200,0.59,0.075,57.14,46.71
C,[2048],200000,0,standard,200,1.0,0.0,84.46,3.94
A,[2048],200000,0,goal_nulling,200,0.06,0.94,4.58,23.855
A,[2048],200000,0,indifference,200,1.0,0.0,84.48,3.88
A,[2048],200000,0,override_w0,200,0.995,0.0,84.06,4.405
A,[2048],200000,0,override_w1,200,0.055,0.95,4.38,23.905
A,[2048],200000,0,override_w1.5,200,0.02,0.98,1.84,24.54
A,[2048],200000,0,override_w2,200,0.025,0.975,2.26,24.435
A,[2048],200000,0,override_w4,200,0.025,0.975,2.28,24.43
A,[2048],200000,0,override_w8,200,0.035,0.965,3.22,24.195
B,[2048],200000,0,goal_nulling,200,0.16,0.51,41.6,47.625
B,[2048],200000,0,indifference,200,0.605,0.08,56.3,45.265
B,[2048],200000,0,override_w0,200,0.59,0.075,57.14,46.71
C,[2048],200000,0,override_w0,200,1.0,0.0,84.46,3.94
B,[2048],200000,0,override_w1,200,0.16,0.415,52.34,54.415
C,[2048],200000,0,override_w1,200,0.08,0.31,55.98,69.495
B,[2048],200000,0,override_w1.5,200,0.115,0.48,47.98,53.48
C,[2048],200000,0,override_w1.5,200,0.025,0.975,1.58,24.605
B,[2048],200000,0,override_w2,200,0.13,0.47,48.6,52.845
C,[2048],200000,0,override_w2,200,0.035,0.965,2.52,24.37
B,[2048],200000,0,override_w4,200,0.145,0.455,48.86,52.76
C,[2048],200000,0,override_w4,200,0.02,0.98,1.66,24.585
B,[2048],200000,0,override_w8,200,0.125,0.51,44.46,50.37
C,[2048],200000,0,override_w8,200,0.04,0.96,3.6,24.1
C,[2048],200000,0,goal_nulling,200,0.2,0.13,73.38,72.54
C,[2048],200000,0,indifference,200,1.0,0.0,84.48,3.88
A,[2048],500000,0,standard,200,1.0,0.0,84.48,3.88
B,[2048],500000,0,standard,200,0.665,0.05,54.42,43.245
C,[2048],500000,0,standard,200,1.0,0.0,84.48,3.88
A,[2048],500000,0,goal_nulling,200,0.06,0.94,4.58,23.855
A,[2048],500000,0,indifference,200,1.0,0.0,84.48,3.88
A,[2048],500000,0,override_w0,200,1.0,0.0,84.48,3.88
A,[2048],500000,0,override_w1,200,0.29,0.0,42.52,76.55
A,[2048],500000,0,override_w1.5,200,0.305,0.0,63.74,74.285
A,[2048],500000,0,override_w2,200,0.075,0.925,5.16,23.71
A,[2048],500000,0,override_w4,200,0.01,0.99,0.96,24.76
A,[2048],500000,0,override_w8,200,0.02,0.98,1.8,24.55
B,[2048],500000,0,goal_nulling,200,0.16,0.51,41.6,47.625
B,[2048],500000,0,indifference,200,0.62,0.05,55.14,45.245
B,[2048],500000,0,override_w0,200,0.665,0.05,54.42,43.245
C,[2048],500000,0,override_w0,200,1.0,0.0,84.48,3.88
B,[2048],500000,0,override_w1,200,0.215,0.37,52.74,53.845
C,[2048],500000,0,override_w1,200,0.21,0.035,59.34,80.35
B,[2048],500000,0,override_w1.5,200,0.145,0.435,51.1,54.235
C,[2048],500000,0,override_w1.5,200,0.055,0.62,25.76,48.86
B,[2048],500000,0,override_w2,200,0.175,0.465,46.08,49.42
C,[2048],500000,0,override_w2,200,0.065,0.79,13.02,39.785
B,[2048],500000,0,override_w4,200,0.13,0.475,47.74,52.565
C,[2048],500000,0,override_w4,200,0.015,0.985,1.34,24.665
B,[2048],500000,0,override_w8,200,0.135,0.48,47.2,51.675
C,[2048],500000,0,override_w8,200,0.02,0.98,1.88,24.53
C,[2048],500000,0,goal_nulling,200,0.21,0.085,79.7,75.3
C,[2048],500000,0,indifference,200,1.0,0.0,84.48,3.88
A,[2048],500000,3,standard,200,1.0,0.0,84.64,3.84
B,[2048],500000,3,standard,200,0.605,0.095,53.62,42.045
C,[2048],500000,3,standard,200,1.0,0.0,84.64,3.84
A,[2048],500000,3,goal_nulling,200,0.105,0.895,9.5,22.625
A,[2048],500000,3,indifference,200,1.0,0.0,84.64,3.84
A,[2048],500000,3,override_w0,200,1.0,0.0,84.64,3.84
A,[2048],500000,3,override_w1,200,0.37,0.0,78.3,67.745
A,[2048],500000,3,override_w1.5,200,0.245,0.0,78.46,78.97
A,[2048],500000,3,override_w2,200,0.035,0.965,3.14,24.215
A,[2048],500000,3,override_w4,200,0.015,0.985,1.38,24.655
A,[2048],500000,3,override_w8,200,0.02,0.98,1.82,24.545
B,[2048],500000,3,goal_nulling,200,0.215,0.215,69.76,64.59
B,[2048],500000,3,indifference,200,0.62,0.085,52.76,41.82
B,[2048],500000,3,override_w0,200,0.605,0.095,53.62,42.045
C,[2048],500000,3,override_w0,200,1.0,0.0,84.64,3.84
B,[2048],500000,3,override_w1,200,0.235,0.385,49.66,50.7
C,[2048],500000,3,override_w1,200,0.255,0.21,50.56,63.13
B,[2048],500000,3,override_w1.5,200,0.18,0.47,45.72,48.705
C,[2048],500000,3,override_w1.5,200,0.025,0.96,2.92,25.77
B,[2048],500000,3,override_w2,200,0.205,0.47,43.54,47.43
C,[2048],500000,3,override_w2,200,0.02,0.98,1.28,24.68
B,[2048],500000,3,override_w4,200,0.195,0.48,43.04,47.465
C,[2048],500000,3,override_w4,200,0.02,0.98,1.9,24.525
B,[2048],500000,3,override_w8,200,0.185,0.47,45.22,48.115
C,[2048],500000,3,override_w8,200,0.01,0.99,0.92,24.77
C,[2048],500000,3,goal_nulling,200,0.33,0.01,91.14,68.11
C,[2048],500000,3,indifference,200,1.0,0.0,84.64,3.84
A,[16],10000,1,standard,200,0.18,0.83,12.88,21.78
B,[16],10000,1,standard,200,0.34,0.15,63.58,59.855
C,[16],10000,1,standard,200,0.56,0.09,66.86,43.365
A,[16],10000,1,goal_nulling,200,0.125,0.875,8.94,22.765
A,[16],10000,1,indifference,200,0.315,0.685,25.54,18.615
A,[16],10000,1,override_w0,200,0.18,0.83,12.88,21.78
A,[16],10000,1,override_w1,200,0.095,0.905,7.82,23.045
A,[16],10000,1,override_w1.5,200,0.085,0.915,7.4,23.15
A,[16],10000,1,override_w2,200,0.06,0.94,5.32,23.67
A,[16],10000,1,override_w4,200,0.085,0.915,7.48,23.13
A,[16],10000,1,override_w8,200,0.09,0.91,7.9,23.025
B,[16],10000,1,goal_nulling,200,0.175,0.285,63.18,62.965
B,[16],10000,1,indifference,200,0.305,0.19,63.26,59.885
B,[16],10000,1,override_w0,200,0.34,0.15,63.58,59.855
C,[16],10000,1,override_w0,200,0.56,0.09,66.86,43.365
B,[16],10000,1,override_w1,200,0.19,0.325,58.26,59.11
C,[16],10000,1,override_w1,200,0.07,0.895,9.28,26.19
B,[16],10000,1,override_w1.5,200,0.155,0.345,58.2,60.73
C,[16],10000,1,override_w1.5,200,0.065,0.92,7.34,24.665
B,[16],10000,1,override_w2,200,0.19,0.305,60.22,60.73
C,[16],10000,1,override_w2,200,0.06,0.89,10.32,27.4
B,[16],10000,1,override_w4,200,0.22,0.28,60.76,59.795
C,[16],10000,1,override_w4,200,0.045,0.91,7.28,27.68
B,[16],10000,1,override_w8,200,0.195,0.285,61.52,61.77
C,[16],10000,1,override_w8,200,0.11,0.89,8.46,22.885
C,[16],10000,1,goal_nulling,200,0.115,0.0,95.16,89.29
C,[16],10000,1,indifference,200,0.385,0.64,25.52,18.62
A,[16],50000,1,standard,200,0.185,0.395,53.98,53.015
B,[16],50000,1,standard,200,0.4,0.075,67.86,61.035
C,[16],50000,1,standard,200,0.945,0.02,79.96,9.195
A,[16],50000,1,goal_nulling,200,0.125,0.875,8.94,22.765
A,[16],50000,1,indifference,200,0.93,0.07,78.14,5.465
A,[16],50000,1,override_w0,200,0.185,0.395,53.98,53.015
A,[16],50000,1,override_w1,200,0.075,0.925,6.34,23.415
A,[16],50000,1,override_w1.5,200,0.075,0.925,6.7,23.325
A,[16],50000,1,override_w2,200,0.04,0.96,3.56,24.11
A,[16],50000,1,override_w4,200,0.06,0.94,5.42,23.645
A,[16],50000,1,override_w8,200,0.065,0.935,5.9,23.525
B,[16],50000,1,goal_nulling,200,0.175,0.285,63.18,62.965
B,[16],50000,1,indifference,200,0.445,0.075,66.16,58.165
B,[16],50000,1,override_w0,200,0.4,0.075,67.86,61.035
C,[16],50000,1,override_w0,200,0.945,0.02,79.96,9.195
B,[16],50000,1,override_w1,200,0.17,0.335,57.3,59.925
C,[16],50000,1,override_w1,200,0.065,0.935,5.5,23.625
B,[16],50000,1,override_w1.5,200,0.15,0.325,60.0,62.28
C,[16],50000,1,override_w1.5,200,0.08,0.93,6.36,23.41
B,[16],50000,1,override_w2,200,0.135,0.375,55.86,59.985
C,[16],50000,1,override_w2,200,0.06,0.94,4.98,23.755
B,[16],50000,1,override_w4,200,0.145,0.355,57.14,60.675
C,[16],50000,1,override_w4,200,0.055,0.945,4.98,23.755
B,[16],50000,1,override_w8,200,0.14,0.335,59.48,62.41
C,[16],50000,1,override_w8,200,0.065,0.925,6.88,24.28
C,[16],50000,1,goal_nulling,200,0.11,0.0,95.22,89.715
C,[16],50000,1,indifference,200,0.935,0.025,80.74,8.735
A,[16],200000,1,standard,200,0.975,0.0,77.02,10.445
B,[16],200000,1,standard,200,0.47,0.035,66.48,58.365
C,[16],200000,1,standard,200,1.0,0.0,84.54,3.865
A,[16],200000,1,goal_nulling,200,0.125,0.875,8.94,22.765
A,[16],200000,1,indifference,200,1.0,0.0,84.54,3.865
A,[16],200000,1,override_w0,200,0.975,0.0,77.02,10.445
A,[16],200000,1,override_w1,200,0.06,0.94,5.28,23.68
A,[16],200000,1,override_w1.5,200,0.025,0.975,2.2,24.45
A,[16],200000,1,override_w2,200,0.045,0.955,3.94,24.015
A,[16],200000,1,override_w4,200,0.045,0.955,3.96,24.01
A,[16],200000,1,override_w8,200,0.05,0.95,4.48,23.88
B,[16],200000,1,goal_nulling,200,0.175,0.285,63.18,62.965
B,[16],200000,1,indifference,200,0.485,0.06,66.3,57.775
B,[16],200000,1,override_w0,200,0.47,0.035,66.48,58.365
C,[16],200000,1,override_w0,200,1.0,0.0,84.54,3.865
B,[16],200000,1,override_w1,200,0.125,0.365,57.28,61.6
C,[16],200000,1,override_w1,200,0.04,0.96,3.6,24.1
B,[16],200000,1,override_w1.5,200,0.14,0.36,56.86,60.715
C,[16],200000,1,override_w1.5,200,0.04,0.96,3.64,24.09
B,[16],200000,1,override_w2,200,0.155,0.34,57.82,60.715
C,[16],200000,1,override_w2,200,0.03,0.97,2.62,24.345
B,[16],200000,1,override_w4,200,0.135,0.355,57.48,61.55
C,[16],200000,1,override_w4,200,0.025,0.975,2.2,24.45
B,[16],200000,1,override_w8,200,0.135,0.355,57.48,61.55
C,[16],200000,1,override_w8,200,0.035,0.965,3.14,24.215
C,[16],200000,1,goal_nulling,200,0.165,0.0,93.74,84.645
C,[16],200000,1,indifference,200,1.0,0.0,84.54,3.865
A,[16],500000,1,standard,200,0.36,0.0,87.72,66.83
B,[16],500000,1,standard,200,0.235,0.23,65.36,62.28
C,[16],500000,1,standard,200,1.0,0.0,84.54,3.865
A,[16],500000,1,goal_nulling,200,0.125,0.875,8.94,22.765
A,[16],500000,1,indifference,200,1.0,0.0,84.54,3.865
A,[16],500000,1,override_w0,200,0.36,0.0,87.72,66.83
A,[16],500000,1,override_w1,200,0.06,0.78,21.4,35.65
A,[16],500000,1,override_w1.5,200,0.055,0.945,4.92,23.77
A,[16],500000,1,override_w2,200,0.04,0.96,3.58,24.105
A,[16],500000,1,override_w4,200,0.035,0.965,3.14,24.215
A,[16],500000,1,override_w8,200,0.03,0.97,2.68,24.33
B,[16],500000,1,goal_nulling,200,0.175,0.285,63.18,62.965
B,[16],500000,1,indifference,200,0.235,0.225,65.92,62.485
B,[16],500000,1,override_w0,200,0.235,0.23,65.36,62.28
C,[16],500000,1,override_w0,200,1.0,0.0,84.54,3.865
B,[16],500000,1,override_w1,200,0.14,0.36,56.86,60.715
C,[16],500000,1,override_w1,200,0.055,0.945,5.0,23.75
B,[16],500000,1,override_w1.5,200,0.15,0.335,58.58,61.55
C,[16],500000,1,override_w1.5,200,0.03,0.97,2.66,24.335
B,[16],500000,1,override_w2,200,0.15,0.345,57.82,60.715
C,[16],500000,1,override_w2,200,0.035,0.965,3.14,24.215
B,[16],500000,1,override_w4,200,0.135,0.355,57.48,61.55
C,[16],500000,1,override_w4,200,0.03,0.97,2.68,24.33
B,[16],500000,1,override_w8,200,0.125,0.365,57.28,61.6
C,[16],500000,1,override_w8,200,0.04,0.96,3.56,24.11
C,[16],500000,1,goal_nulling,200,0.135,0.025,90.16,85.63
C,[16],500000,1,indifference,200,1.0,0.0,84.54,3.865
A,[64],10000,1,standard,200,0.25,0.305,54.12,53.435
B,[64],10000,1,standard,200,0.37,0.15,62.34,57.12
C,[64],10000,1,standard,200,0.495,0.45,37.92,21.17
A,[64],10000,1,goal_nulling,200,0.045,0.96,2.2,24.45
A,[64],10000,1,indifference,200,0.385,0.62,26.9,18.305
A,[64],10000,1,override_w0,200,0.25,0.305,54.12,53.435
A,[64],10000,1,override_w1,200,0.05,0.94,5.44,24.64
